296500/900000 [========>.....................] - ETA: 25s - loss: 0.1603 - acc: 0.9350
297800/900000 [========>.....................] - ETA: 25s - loss: 0.1604 - acc: 0.9350
299100/900000 [========>.....................] - ETA: 25s - loss: 0.1604 - acc: 0.9350
300500/900000 [=========>....................] - ETA: 25s - loss: 0.1604 - acc: 0.9350
301900/900000 [=========>....................] - ETA: 25s - loss: 0.1604 - acc: 0.9350
303300/900000 [=========>....................] - ETA: 25s - loss: 0.1603 - acc: 0.9351
304700/900000 [=========>....................] - ETA: 25s - loss: 0.1603 - acc: 0.9350
306100/900000 [=========>....................] - ETA: 25s - loss: 0.1602 - acc: 0.9351
307500/900000 [=========>....................] - ETA: 25s - loss: 0.1602 - acc: 0.9351
308900/900000 [=========>....................] - ETA: 25s - loss: 0.1602 - acc: 0.9351
310300/900000 [=========>....................] - ETA: 25s - loss: 0.1602 - acc: 0.9351
311700/900000 [=========>....................] - ETA: 24s - loss: 0.1602 - acc: 0.9351
312900/900000 [=========>....................] - ETA: 24s - loss: 0.1601 - acc: 0.9351
314200/900000 [=========>....................] - ETA: 24s - loss: 0.1601 - acc: 0.9351
315500/900000 [=========>....................] - ETA: 24s - loss: 0.1600 - acc: 0.9351
316800/900000 [=========>....................] - ETA: 24s - loss: 0.1600 - acc: 0.9351
318100/900000 [=========>....................] - ETA: 24s - loss: 0.1600 - acc: 0.9351
319500/900000 [=========>....................] - ETA: 24s - loss: 0.1600 - acc: 0.9351
320800/900000 [=========>....................] - ETA: 24s - loss: 0.1600 - acc: 0.9351
322100/900000 [=========>....................] - ETA: 24s - loss: 0.1601 - acc: 0.9351
323500/900000 [=========>....................] - ETA: 24s - loss: 0.1600 - acc: 0.9351
324800/900000 [=========>....................] - ETA: 24s - loss: 0.1600 - acc: 0.9351
326100/900000 [=========>....................] - ETA: 24s - loss: 0.1599 - acc: 0.9352
327400/900000 [=========>....................] - ETA: 24s - loss: 0.1599 - acc: 0.9352
328700/900000 [=========>....................] - ETA: 24s - loss: 0.1599 - acc: 0.9352
330000/900000 [==========>...................] - ETA: 24s - loss: 0.1599 - acc: 0.9352
331300/900000 [==========>...................] - ETA: 23s - loss: 0.1599 - acc: 0.9352
332600/900000 [==========>...................] - ETA: 23s - loss: 0.1600 - acc: 0.9352
334000/900000 [==========>...................] - ETA: 23s - loss: 0.1600 - acc: 0.9351
335300/900000 [==========>...................] - ETA: 23s - loss: 0.1600 - acc: 0.9351
336600/900000 [==========>...................] - ETA: 23s - loss: 0.1600 - acc: 0.9351
338000/900000 [==========>...................] - ETA: 23s - loss: 0.1600 - acc: 0.9351
